[2023-2-27 - 14:51:59:640][DEBUG]   Adapter 0 : NVIDIA GeForce RTX 3060 Laptop GPU
[2023-2-27 - 15:0:52:663][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:0:58:463][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:0:58:493][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:1:0:481][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:1:0:512][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:1:2:530][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:1:2:627][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:1:8:360][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:1:8:396][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:1:10:397][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:1:10:426][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:1:12:445][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:1:12:559][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:1:18:347][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:1:18:378][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:1:20:347][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:1:20:377][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:1:22:395][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:1:22:493][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:1:28:226][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:1:28:263][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:1:30:262][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:1:30:293][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:1:32:293][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:1:32:360][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:1:38:147][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:1:38:177][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:1:40:159][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:1:40:196][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:1:42:213][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:1:42:311][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:1:48:43][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:1:48:81][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:1:50:79][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:1:50:111][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:1:52:129][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:1:52:225][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:1:58:31][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:1:58:62][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:2:0:43][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:2:0:79][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:2:2:92][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:2:2:195][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:2:7:928][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:2:7:965][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:2:9:947][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:2:9:977][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:2:11:977][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:2:12:43][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:2:17:831][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:2:17:862][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:2:19:844][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:2:19:880][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:2:21:898][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:2:21:994][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:2:27:746][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:2:27:776][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:2:29:764][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:2:29:795][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:2:31:795][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:2:31:861][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:2:37:631][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:2:37:661][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:2:39:643][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:2:39:679][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:2:41:680][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:2:41:746][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:2:47:497][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:2:47:527][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:2:49:528][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:2:49:565][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:2:51:576][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:2:51:680][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:2:57:462][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:2:57:498][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:2:59:480][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:2:59:509][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:3:1:527][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:3:1:631][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:3:7:375][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:3:7:413][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:3:9:412][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:3:9:442][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:3:11:461][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:3:11:563][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:3:17:345][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:3:17:377][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:3:19:363][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:3:19:394][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:3:21:412][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:3:21:515][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:3:27:260][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:3:27:296][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:3:29:297][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:3:29:326][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:3:31:345][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:3:31:449][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:3:37:230][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:3:37:261][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:3:39:248][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:3:39:278][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:3:41:297][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:3:41:393][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:3:47:126][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:3:47:164][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:3:49:145][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:3:49:181][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:3:51:182][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:3:51:248][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:3:57:11][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:3:57:48][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:3:59:29][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:3:59:60][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:4:1:78][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:4:1:181][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:4:6:945][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:4:6:981][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:4:8:981][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:4:9:10][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:4:11:30][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:4:11:126][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:4:16:914][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:4:16:945][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:4:18:927][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:4:18:963][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:4:20:981][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:4:21:96][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:4:26:847][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:4:26:877][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:4:28:878][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:4:28:913][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:4:30:926][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:4:31:30][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:4:36:811][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:4:36:847][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:4:38:847][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:4:38:877][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:4:40:895][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:4:40:992][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:4:46:744][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:4:46:780][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:4:48:762][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:4:48:799][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:4:50:798][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:4:50:865][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:4:56:628][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:4:56:665][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:4:58:665][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:4:58:695][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:5:0:713][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:5:0:809][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:5:6:579][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:5:6:610][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:5:8:598][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:5:8:628][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:5:10:646][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:5:10:743][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:5:16:512][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:5:16:543][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:5:18:530][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:5:18:567][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:5:20:562][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:5:20:628][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:5:26:379][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:5:26:410][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:5:28:398][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:5:28:428][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:5:30:446][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:5:30:561][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:5:36:331][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:5:36:362][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:5:38:343][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:5:38:378][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:5:40:397][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:5:40:495][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:5:46:263][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:5:46:294][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:5:48:294][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:5:48:331][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:5:50:342][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:5:50:446][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:5:56:228][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:5:56:264][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:5:58:263][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:5:58:294][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:6:0:312][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:6:0:409][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:6:6:161][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:6:6:196][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:6:8:178][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:6:8:208][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:6:10:209][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:6:10:282][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:6:16:27][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:6:16:63][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:6:18:45][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:6:18:82][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:6:20:93][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:6:20:197][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:6:25:960][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:6:25:997][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:6:27:978][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:6:28:14][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:6:30:26][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:6:30:129][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:6:35:893][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:6:35:929][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:6:37:930][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:6:37:960][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:6:39:978][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:6:40:81][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:6:45:846][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:6:45:880][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:6:47:863][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:6:47:893][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:6:49:912][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:6:50:14][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:6:55:778][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:6:55:814][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:6:57:814][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:6:57:844][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:6:59:862][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:6:59:960][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:7:5:728][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:7:5:760][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:7:7:748][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:7:7:777][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:7:9:796][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:7:9:893][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:7:15:663][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:7:15:692][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:7:17:693][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:7:17:729][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:7:19:747][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:7:19:843][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:7:25:626][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:7:25:663][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:7:27:663][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:7:27:693][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:7:29:711][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:7:29:814][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:7:35:559][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:7:35:596][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:7:37:577][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:7:37:615][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:7:39:625][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:7:39:747][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:7:45:511][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:7:45:547][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:7:47:530][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:7:47:559][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:7:49:559][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:7:49:626][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:7:55:378][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:7:55:413][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:7:57:413][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:7:57:444][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:7:59:462][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:7:59:559][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:8:5:365][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:8:5:395][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:8:7:376][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:8:7:414][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:8:9:431][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:8:9:529][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:8:15:280][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:8:15:310][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:8:17:310][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:8:17:347][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:8:19:365][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:8:19:462][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:8:25:261][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:8:25:298][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:8:27:279][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:8:27:310][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:8:29:329][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:8:29:431][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:8:35:176][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:8:35:214][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:8:37:212][INFO]    Sphere FOUND triggerbox RIGHT
[2023-2-27 - 15:8:37:243][INFO]    Sphere LOST triggerbox RIGHT
[2023-2-27 - 15:8:39:262][INFO]    Sphere FOUND triggerbox LEFT
[2023-2-27 - 15:8:39:368][INFO]    Sphere LOST triggerbox LEFT
[2023-2-27 - 15:8:41:233][DEBUG]   Core Initialization Finished
